risk_type,threshold,accepted_examples,coverage,errors,observed_risk,risk_upper_bound
provenance,0.6309463802724018,609,0.6991963260619977,0,0.0,0.004907021651958611
provenance,0.631207858624524,608,0.6980482204362801,0,0.0,0.0049150725445220485
provenance,0.6313298590383707,607,0.6969001148105626,0,0.0,0.0049231498984555816
provenance,0.6316914504521048,606,0.695752009184845,0,0.0,0.004931253844432041
provenance,0.631707891307106,605,0.6946039035591275,0,0.0,0.004939384513986065
provenance,0.6317772199315479,604,0.6934557979334098,0,0.0,0.004947542039521221
provenance,0.6320151236237562,603,0.6923076923076923,0,0.0,0.004955726554317181
provenance,0.6322969528474686,602,0.6911595866819747,0,0.0,0.004963938192537004
provenance,0.6323362722355493,601,0.6900114810562572,0,0.0,0.004972177089234438
provenance,0.6323584524048911,600,0.6888633754305397,0,0.0,0.004980443380361347
provenance,0.6323776846856684,599,0.687715269804822,0,0.0,0.004988737202775175
provenance,0.6324429875393447,598,0.6865671641791045,0,0.0,0.004997058694246506
provenance,0.6366030521095412,597,0.6854190585533869,0,0.0,0.00500540799346669
provenance,0.6381057023652265,596,0.6842709529276694,0,0.0,0.005013785240055545
provenance,0.6382348353797038,595,0.6831228473019518,0,0.0,0.005022190574569149
provenance,0.6384662832901163,594,0.6819747416762342,0,0.0,0.005030624138507688
provenance,0.6399927038104994,592,0.6796785304247991,0,0.0,0.00504757652542863
provenance,0.6401640670722839,591,0.6785304247990815,0,0.0,0.005056095636203851
provenance,0.6404304824123827,590,0.677382319173364,0,0.0,0.0050646435520059286
provenance,0.640624328940988,589,0.6762342135476463,0,0.0,0.005073220419176351
provenance,0.6406727686664142,588,0.6750861079219288,0,0.0,0.00508182638504959
provenance,0.6406819436236643,587,0.6739380022962113,0,0.0,0.005090461597961525
provenance,0.6409859210761943,586,0.6727898966704937,0,0.0,0.0050991262072579814
provenance,0.6412590633658759,585,0.6716417910447762,0,0.0,0.0051078203633033335
provenance,0.6429576404819441,584,0.6704936854190585,0,0.0,0.0051165442174892
provenance,0.6435886372635057,583,0.669345579793341,0,0.0,0.005125297922243234
provenance,0.6437579379542336,582,0.6681974741676234,0,0.0,0.005134081631038002
provenance,0.6439021852463438,581,0.6670493685419059,0,0.0,0.0051428954983999495
provenance,0.64393999622622,580,0.6659012629161883,0,0.0,0.005151739679918468
provenance,0.6439544052541024,579,0.6647531572904707,0,0.0,0.005160614332255043
provenance,0.6451458708071423,578,0.6636050516647531,0,0.0,0.005169519613152513
provenance,0.645435768120462,577,0.6624569460390356,0,0.0,0.005178455681444406
provenance,0.6454792180616672,576,0.661308840413318,0,0.0,0.005187422697064389
provenance,0.6459467492512833,575,0.6601607347876005,0,0.0,0.0051964208210558095
provenance,0.6462118694503592,574,0.6590126291618829,0,0.0,0.005205450215581332
provenance,0.6462395956334046,573,0.6578645235361653,0,0.0,0.005214511043932683
provenance,0.6462446056834332,572,0.6567164179104478,0,0.0,0.005223603470540495
provenance,0.646985627082471,571,0.6555683122847302,0,0.0,0.005232727660984252
provenance,0.6502135203311311,570,0.6544202066590127,0,0.0,0.005241883782002338
provenance,0.653035322112695,569,0.653272101033295,0,0.0,0.0052510720015022
provenance,0.6533689284391383,568,0.6521239954075775,0,0.0,0.005260292488570604
provenance,0.6534709000984876,567,0.6509758897818599,0,0.0,0.005269545413484014
provenance,0.6544786959682134,566,0.6498277841561424,0,0.0,0.005278830947719072
provenance,0.6554574351982991,565,0.6486796785304249,0,0.0,0.005288149263963185
provenance,0.655593044549561,564,0.6475315729047072,0,0.0,0.005297500536125241
provenance,0.655627724674224,563,0.6463834672789897,0,0.0,0.005306884939346418
provenance,0.6556480491594399,562,0.6452353616532721,0,0.0,0.005316302650011124
provenance,0.656372279916238,561,0.6440872560275546,0,0.0,0.005325753845758045
provenance,0.6567872078383753,560,0.642939150401837,0,0.0,0.005335238705491316
provenance,0.6572194690373789,559,0.6417910447761194,0,0.0,0.005344757409391807
provenance,0.6574847539380915,558,0.6406429391504018,0,0.0,0.005354310138928536
provenance,0.6584842272059243,557,0.6394948335246843,0,0.0,0.005363897076870195
provenance,0.6601086699994891,556,0.6383467278989667,0,0.0,0.005373518407296815
provenance,0.6627343650172216,555,0.6371986222732492,0,0.0,0.005383174315611538
provenance,0.6635726512973842,554,0.6360505166475315,0,0.0,0.005392864988552534
provenance,0.6645599249764109,552,0.6337543053960965,0,0.0,0.005412351382013508
provenance,0.6655123546210486,551,0.6326061997703789,0,0.0,0.005422147482793944
provenance,0.6667275313391811,550,0.6314580941446614,0,0.0,0.005431979108746308
provenance,0.6668060352241728,549,0.6303099885189437,0,0.0,0.005441846453467099
provenance,0.6668099136252866,548,0.6291618828932262,0,0.0,0.0054517497119620575
provenance,0.6676537508083449,547,0.6280137772675086,0,0.0,0.005461689080659019
provenance,0.6677967285254767,546,0.6268656716417911,0,0.0,0.005471664757420888
provenance,0.6700314290007663,545,0.6257175660160735,0,0.0,0.005481676941558783
provenance,0.6703944683742892,544,0.6245694603903559,0,0.0,0.005491725833845298
provenance,0.6709004591827583,543,0.6234213547646383,0,0.0,0.005501811636527931
provenance,0.6709592040194231,542,0.6222732491389208,0,0.0,0.005511934553342646
provenance,0.6712173148368735,541,0.6211251435132032,0,0.0,0.005522094789527595
provenance,0.6712206939623606,539,0.618828932261768,0,0.0,0.0055425280485551206
provenance,0.6720383425244598,538,0.6176808266360505,0,0.0,0.005552801489510546
provenance,0.672506637715344,537,0.616532721010333,0,0.0,0.005563113086090421
provenance,0.6725478532579222,536,0.6153846153846154,0,0.0,0.005573463051255
provenance,0.6725672149076184,535,0.6142365097588978,0,0.0,0.0055838515995523
provenance,0.6727027912712472,533,0.6119402985074627,0,0.0,0.005604745311765047
provenance,0.6727773675467423,532,0.6107921928817451,0,0.0,0.005615250912849584
provenance,0.6731742274382059,531,0.6096440872560276,0,0.0,0.005625795971435513
provenance,0.6735173219251458,530,0.6084959816303099,0,0.0,0.005636380710235384
provenance,0.6737156309406598,529,0.6073478760045924,0,0.0,0.005647005353641
provenance,0.6737324586760123,528,0.6061997703788748,0,0.0,0.005657670127739265
provenance,0.6737504851051286,527,0.6050516647531573,0,0.0,0.005668375260328229
provenance,0.6737834346702347,526,0.6039035591274398,0,0.0,0.005679120980933304
provenance,0.6738531289267838,525,0.6027554535017221,0,0.0,0.005689907520823669
provenance,0.673854207466816,524,0.6016073478760046,0,0.0,0.005700735113028856
provenance,0.6738595698972876,523,0.600459242250287,0,0.0,0.005711603992355542
provenance,0.6738610741787936,522,0.5993111366245695,0,0.0,0.005722514395404513
provenance,0.6738806048441458,521,0.5981630309988519,0,0.0,0.005733466560587833
provenance,0.6738871356529131,520,0.5970149253731343,0,0.0,0.005744460728146217
provenance,0.6739025008943015,519,0.5958668197474167,0,0.0,0.00575549714016659
provenance,0.6739246804561144,518,0.5947187141216992,0,0.0,0.005766576040599857
provenance,0.673932437369521,517,0.5935706084959816,0,0.0,0.005777697675278878
provenance,0.6739324526000124,516,0.5924225028702641,0,0.0,0.005788862291936657
provenance,0.6739364358862697,515,0.5912743972445464,0,0.0,0.005800070140224723
provenance,0.6739402565750039,514,0.5901262916188289,0,0.0,0.005811321471731754
provenance,0.6739524928118676,513,0.5889781859931114,0,0.0,0.005822616540002386
provenance,0.6739549099816403,512,0.5878300803673938,0,0.0,0.005833955600556271
provenance,0.6739552245904915,511,0.5866819747416763,0,0.0,0.005845338910907341
provenance,0.6739611835045046,510,0.5855338691159586,0,0.0,0.0058567667305833016
provenance,0.6739689295980985,509,0.5843857634902411,0,0.0,0.0058682393211453516
provenance,0.6739735391688693,508,0.5832376578645235,0,0.0,0.0058797569462081456
provenance,0.6744638697990079,507,0.582089552238806,0,0.0,0.005891319871459981
